date,close,daily_return,strategy_return,cumulative_return,benchmark_return
2022-08-15,287.0,0.014170112018092373,0.0,1.0,0.014170112018092373
2022-08-16,287.49,0.0017073170731707332,0.0,1.0,0.0017073170731707332
2022-08-17,287.92,0.0014957041984069441,0.0,1.0,0.0014957041984069441
2022-08-18,283.05,-0.016914420672409003,-0.0,1.0,-0.016914420672409003
2022-08-19,278.53,-0.01596891008655732,-0.0,1.0,-0.01596891008655732
2022-08-22,269.07,-0.03396402541916488,-0.0,1.0,-0.03396402541916488
2022-08-23,281.23,0.04519270078418258,0.0,1.0,0.04519270078418258
2022-08-24,272.76,-0.0301176972584718,-0.0,1.0,-0.0301176972584718
2022-08-25,268.2,-0.01671799384073913,-0.0,1.0,-0.01671799384073913
2022-08-26,263.56,-0.01730052199850851,-0.0,1.0,-0.01730052199850851
2022-08-29,269.65,0.023106692973136944,0.0,1.0,0.023106692973136944
2022-08-30,267.8,-0.0068607454107174615,-0.0,1.0,-0.0068607454107174615
2022-08-31,276.42,0.03218820014936519,0.03218820014936519,1.0321882001493652,0.03218820014936519
2022-09-01,271.94,-0.01620722089573845,-0.01620722089573845,1.0154592979835697,-0.01620722089573845
2022-09-02,273.98,0.007501654776788991,0.007501654776788991,1.023076923076923,0.007501654776788991
2022-09-05,268.44,-0.020220454047740755,-0.020220454047740755,1.0023898431665421,-0.020220454047740755
2022-09-06,283.37,0.05561764267620317,0.05561764267620317,1.0581404032860342,0.05561764267620317
2022-09-07,275.22,-0.028760983872675228,-0.028760983872675228,1.0277072442120985,-0.028760983872675228
2022-09-08,277.49,0.008247947096867936,0.008247947096867936,1.0361837191934278,0.008247947096867936
2022-09-09,282.06,0.01646906194817821,0.01646906194817821,1.053248693054518,0.01646906194817821
2022-09-12,285.13,0.010884209033539038,0.010884209033539038,1.064712471994025,0.010884209033539038
2022-09-13,283.95,-0.00413846315715638,-0.00413846315715638,1.060306198655713,-0.00413846315715638
2022-09-14,283.17,-0.0027469624933966763,-0.0027469624933966763,1.0573935772964898,-0.0027469624933966763
2022-09-15,283.62,0.0015891513931560741,0.0015891513931560741,1.0590739357729648,0.0015891513931560741
2022-09-16,282.72,-0.0031732599957688956,-0.0031732599957688956,1.055713218820015,-0.0031732599957688956
2022-09-19,289.75,0.024865591397849274,0.024865591397849274,1.0819641523525017,0.024865591397849274
2022-09-20,306.37,0.057359792924935205,0.057359792924935205,1.1440253920836443,0.057359792924935205
2022-09-21,302.27,-0.013382511342494463,-0.013382511342494463,1.1287154592979833,-0.013382511342494463
2022-09-22,292.24,-0.03318225427597832,-0.03318225427597832,1.09126213592233,-0.03318225427597832
2022-09-23,291.74,-0.0017109225294278385,-0.0017109225294278385,1.089395070948469,-0.0017109225294278385
2022-09-26,311.32,0.06711455405498046,0.06711455405498046,1.1625093353248692,0.06711455405498046
2022-09-27,305.28,-0.019401259154567696,-0.019401259154567696,1.139955190440627,-0.019401259154567696
2022-09-28,318.21,0.04235455974842761,0.04235455974842761,1.1882374906646749,0.04235455974842761
2022-09-29,332.0,0.04333616165425358,0.04333616165425358,1.2397311426437638,0.04333616165425358
2022-09-30,327.59,-0.01328313253012059,-0.01328313253012059,1.223263629574309,-0.01328313253012059
2022-10-03,332.45,0.014835617692847913,0.014835617692847913,1.241411501120239,0.014835617692847913
2022-10-04,346.43,0.04205143630621144,0.04205143630621144,1.293614637789395,0.04205143630621144
2022-10-05,343.33,-0.00894841670756008,-0.0,1.293614637789395,-0.00894841670756008
2022-10-06,341.75,-0.004601986427052673,-0.0,1.293614637789395,-0.004601986427052673
2022-10-07,336.98,-0.013957571324067275,-0.013957571324067275,1.275558919216592,-0.013957571324067275
2022-10-10,328.7,-0.02457119116861539,-0.02457119116861539,1.2442169171656885,-0.02457119116861539
2022-10-11,323.57,-0.015606936416184936,-0.015606936416184936,1.224798502851542,-0.015606936416184936
2022-10-12,313.97,-0.029669005161170547,-0.029669005161170547,1.1884599497490456,-0.029669005161170547
2022-10-13,314.39,0.001337707424275969,0.001337707424275969,1.1900497614472796,0.001337707424275969
2022-10-14,308.55,-0.018575654441935097,-0.018575654441935097,1.1679438083099276,-0.018575654441935097
2022-10-17,310.51,0.00635229298330886,0.00635229298330886,1.1753629295683539,0.00635229298330886
2022-10-18,298.81,-0.03767994589546231,-0.03767994589546231,1.1310753179746862,-0.03767994589546231
2022-10-19,301.44,0.008801579599076348,0.008801579599076348,1.141030567418391,0.008801579599076348
2022-10-20,307.93,0.02152998938428885,0.02152998938428885,1.1655969434220579,0.02152998938428885
2022-10-21,293.1,-0.04816029617120765,-0.04816029617120765,1.1094614494105972,-0.04816029617120765
2022-10-24,296.0,0.009894234049812267,0.009894234049812267,1.1204387206603097,0.009894234049812267
2022-10-25,305.38,0.03168918918918928,0.03168918918918928,1.1559445152542074,0.03168918918918928
2022-10-26,296.42,-0.029340493810989465,-0.029340493810989465,1.1220285323585442,-0.029340493810989465
2022-10-27,309.23,0.04321570744214287,0.04321570744214287,1.1705177891546878,0.04321570744214287
2022-10-28,312.64,0.01102739061539948,0.01102739061539948,1.1834255460379703,0.01102739061539948
2022-10-31,307.33,-0.01698439099283522,-0.01698439099283522,1.1633257838531519,-0.01698439099283522
2022-11-01,307.05,-0.0009110727882080116,-0.0009110727882080116,1.1622659093876626,-0.0009110727882080116
2022-11-02,311.52,0.014557889594528417,0.014557889594528417,1.1791860481760124,0.014557889594528417
2022-11-03,312.26,0.002375449409347752,0.002375449409347752,1.181987144977663,0.002375449409347752
2022-11-04,316.65,0.01405879715621583,0.01405879715621583,1.1986044624901588,0.01405879715621583
2022-11-07,309.6,-0.022264329701563113,-0.022264329701563113,1.1719183375555131,-0.022264329701563113
2022-11-08,311.06,0.004715762273901802,0.004715762273901802,1.177444825839851,0.004715762273901802
2022-11-09,300.41,-0.034237767633253924,-0.0,1.177444825839851,-0.034237767633253924
2022-11-10,299.72,-0.002296860956692459,-0.0,1.177444825839851,-0.002296860956692459
2022-11-11,293.17,-0.021853730148138295,-0.0,1.177444825839851,-0.021853730148138295
2022-11-14,287.96,-0.017771258996486794,-0.0,1.177444825839851,-0.017771258996486794
2022-11-15,297.15,0.03191415474371451,0.0,1.177444825839851,0.03191415474371451
2022-11-16,305.51,0.028133939088002657,0.028133939088002657,1.2105709868495134,0.028133939088002657
2022-11-17,310.35,0.015842361952145723,0.015842361952145723,1.2297492905919496,0.015842361952145723
2022-11-18,302.14,-0.02645400354438554,-0.02645400354438554,1.1972174984999246,-0.02645400354438554
2022-11-21,299.91,-0.007380684450916664,-0.007380684450916664,1.188381213924381,-0.007380684450916664
2022-11-22,309.29,0.03127604948151119,0.03127604948151119,1.2255490835739782,0.03127604948151119
2022-11-23,310.54,0.004041514436289528,0.004041514436289528,1.2305021578876238,0.004041514436289528
2022-11-24,329.24,0.06021768532234173,0.06021768532234173,1.3046001496197632,0.06021768532234173
2022-11-25,332.65,0.01035718624711457,0.01035718624711457,1.3181121363473887,0.01035718624711457
2022-11-28,334.42,0.005320907861115387,0.0,1.3181121363473887,0.005320907861115387
2022-11-29,332.01,-0.007206506787871603,-0.007206506787871603,1.3086131522896252,-0.007206506787871603
2022-11-30,333.28,0.0038251859883737804,0.0038251859883737804,1.313618840983965,0.0038251859883737804
2022-12-01,332.17,-0.003330532885261528,-0.003330532885261528,1.3092437902353689,-0.003330532885261528
2022-12-02,338.27,0.01836409067646083,0.01836409067646083,1.3332868619168445,0.01836409067646083
2022-12-05,346.63,0.02471398586927598,0.02471398586927598,1.3662376945819488,0.02471398586927598
2022-12-06,340.05,-0.018982777024492914,-0.018982777024492914,1.3403027090632424,-0.018982777024492914
2022-12-07,329.08,-0.03225996177032797,-0.03225996177032797,1.2970645949081951,-0.03225996177032797
2022-12-08,314.47,-0.044396499331469386,-0.044396499331469386,1.239479467487481,-0.044396499331469386
2022-12-09,318.64,0.01326040639806636,0.0,1.239479467487481,0.01326040639806636
2022-12-12,310.12,-0.026738639216670745,-0.0,1.239479467487481,-0.026738639216670745
2022-12-13,294.02,-0.05191538759189995,-0.05191538759189995,1.1751314105206667,-0.05191538759189995
2022-12-14,297.03,0.010237398816407062,0.010237398816407062,1.1871616994318537,0.010237398816407062
2022-12-15,316.29,0.06484193515806491,0.06484193515806491,1.264139561368552,0.06484193515806491
2022-12-16,316.39,0.0003161655442789346,0.0,1.264139561368552,0.0003161655442789346
2022-12-19,323.25,0.021682101204210102,0.021682101204210102,1.2915487632743907,0.021682101204210102
2022-12-20,324.07,0.0025367362722350517,0.0025367362722350517,1.2948250818695493,0.0025367362722350517
2022-12-21,323.43,-0.001974881969944775,-0.001974881969944775,1.292267955161133,-0.001974881969944775
2022-12-22,331.11,0.023745478156015132,0.023745478156015132,1.32295347566213,0.023745478156015132
2022-12-23,328.87,-0.006765123372897253,-0.006765123372897253,1.3140035321826724,-0.006765123372897253
2022-12-26,331.24,0.007206494967616495,0.007206494967616495,1.3234728920247771,0.007206494967616495
2022-12-27,334.08,0.008573843738678866,0.008573843738678866,1.334820141793375,0.008573843738678866
2022-12-28,328.71,-0.01607399425287359,-0.01607399425287359,1.3133642505055683,-0.01607399425287359
2022-12-29,337.12,0.02558486203644561,0.02558486203644561,1.346966493658353,0.02558486203644561
2022-12-30,335.82,-0.0038561936402468078,-0.0038561936402468078,1.341772330031882,-0.0038561936402468078
2023-01-02,329.69,-0.018253826454648348,-0.018253826454648348,1.317279850777831,-0.018253826454648348
2023-01-03,334.31,0.014013163881221757,0.014013163881221757,1.3357391092042121,0.014013163881221757
2023-01-04,327.04,-0.02174628338966822,-0.02174628338966822,1.3066917480007942,-0.02174628338966822
2023-01-05,327.43,0.0011925146771036843,0.0011925146771036843,1.3082499970887354,0.0011925146771036843
2023-01-06,327.52,0.0002748679106983065,0.0002748679106983065,1.3086095930321062,0.0002748679106983065
2023-01-09,336.69,0.027998290180752283,0.027998290180752283,1.3452484241511353,0.027998290180752283
2023-01-10,340.88,0.012444682051738987,0.012444682051738987,1.361989613070299,0.012444682051738987
2023-01-11,340.83,-0.00014667918329036578,-0.00014667918329036578,1.361789837546204,-0.00014667918329036578
2023-01-12,348.04,0.02115424111727271,0.02115424111727271,1.390597468120708,0.02115424111727271
2023-01-13,360.53,0.03588667969198922,0.03588667969198922,1.4405013940396472,0.03588667969198922
2023-01-16,365.77,0.014534158045100387,0.014534158045100387,1.4614378689648069,0.014534158045100387
2023-01-17,366.04,0.00073816879459776,0.00073816879459776,1.4625166567949202,0.00073816879459776
2023-01-18,354.4,-0.031799803300185836,-0.031799803300185836,1.4160089147855963,-0.031799803300185836
2023-01-19,345.26,-0.025790067720090293,-0.025790067720090293,1.3794899489810242,-0.025790067720090293
2023-01-20,342.8,-0.007125065168278932,-0.007125065168278932,1.3696609931955486,-0.007125065168278932
2023-01-23,337.78,-0.014644107351225344,-0.014644107351225344,1.3496035305764071,-0.014644107351225344
2023-01-24,336.37,-0.00417431464266671,-0.00417431464266671,1.3439698607969273,-0.00417431464266671
2023-01-25,337.01,0.0019026667063055669,0.0019026667063055669,1.3465269875053436,0.0019026667063055669
2023-01-26,341.67,0.013827482864010143,0.013827482864010143,1.3651460663510009,0.013827482864010143
2023-01-27,341.24,-0.0012585243070799557,-0.0012585243070799557,1.3634279968437835,-0.0012585243070799557
2023-01-30,345.58,0.012718321416012035,0.012718321416012035,1.3807685123352322,0.012718321416012035
2023-01-31,346.31,0.0021123907633544547,0.0021123907633544547,1.38368523498702,0.0021123907633544547
2023-02-01,329.78,-0.047731800987554585,-0.047731800987554585,1.3176394467212018,-0.047731800987554585
2023-02-02,322.28,-0.02274243435017287,-0.02274243435017287,1.2876731181069467,-0.02274243435017287
2023-02-03,321.28,-0.0031028918952463735,-0.0031028918952463735,1.283677607625046,-0.0031028918952463735
2023-02-06,311.86,-0.029320219123505797,-0.029320219123505797,1.246039898885542,-0.029320219123505797
2023-02-07,316.73,0.01561598153017374,0.01561598153017374,1.265498034932398,0.01561598153017374
2023-02-08,329.24,0.03949736368515766,0.03949736368515766,1.3154818710609755,0.03949736368515766
2023-02-09,339.6,0.03146640748390239,0.03146640748390239,1.3568753596534664,0.03146640748390239
2023-02-10,337.95,-0.0048586572438164,-0.0048586572438164,1.3502827673583302,-0.0048586572438164
2023-02-13,350.96,0.03849681905607327,0.03849681905607327,1.4022643587278578,0.03849681905607327
2023-02-14,352.44,0.004217004786870371,0.004217004786870371,1.408177714241071,0.004217004786870371
2023-02-15,349.65,-0.007916241062308482,-0.007916241062308482,1.3970302399965682,-0.007916241062308482
2023-02-16,344.5,-0.014729014729014667,-0.014729014729014667,1.3764533610147798,-0.014729014729014667
2023-02-17,342.07,-0.007053701015965141,-0.007053701015965141,1.3667442705437611,-0.007053701015965141
2023-02-20,338.93,-0.009179407723565292,-0.009179407723565292,1.354198367630593,-0.009179407723565292
2023-02-21,340.54,0.004750243413094157,0.004750243413094157,1.3606311395064532,0.004750243413094157
2023-02-22,342.08,0.004522229400363953,0.004522229400363953,1.36678422564858,0.004522229400363953
2023-02-23,342.27,0.0005554256314312944,0.0005554256314312944,1.3675433726401411,0.0005554256314312944
2023-02-24,346.2,0.011482163204487694,0.011482163204487694,1.3832457288340108,0.011482163204487694
2023-02-27,356.83,0.030704794916233347,0.030704794916233347,1.4257180052566147,0.030704794916233347
2023-02-28,365.58,0.02452148081719585,0.02452148081719585,1.4606787219732456,0.02452148081719585
2023-03-01,352.43,-0.03597023907215924,-0.03597023907215924,1.4081377591362518,-0.03597023907215924
2023-03-02,330.79,-0.061402264279431296,-0.061402264279431296,1.3216749123079214,-0.061402264279431296
2023-03-03,338.78,0.024154297288309756,0.024154297288309756,1.3535990410583076,0.024154297288309756
2023-03-06,327.56,-0.03311883818407213,-0.03311883818407213,1.3087694134513823,-0.03311883818407213
2023-03-07,325.88,-0.005128831359140329,-0.005128831359140329,1.3020569558417892,-0.005128831359140329
2023-03-08,316.64,-0.028353995335706372,-0.028353995335706372,1.265138438989027,-0.028353995335706372
2023-03-09,302.84,-0.04358261748357761,-0.04358261748357761,1.2100003943387978,-0.04358261748357761
2023-03-10,307.12,0.014132875445780124,0.014132875445780124,1.2271011792013329,0.014132875445780124
2023-03-13,313.15,0.019634019275853065,0.019634019275853065,1.251194107407194,0.019634019275853065
2023-03-14,308.82,-0.01382723934216823,-0.01382723934216823,1.233893547020564,-0.01382723934216823
2023-03-15,289.59,-0.062269283077521,-0.062269283077521,1.157059880453614,-0.062269283077521
2023-03-16,285.8,-0.013087468489933918,-0.013087468489933918,1.1419168957272108,-0.013087468489933918
2023-03-17,288.76,0.010356892932120276,0.010356892932120276,1.1537436067536366,0.010356892932120276
2023-03-20,278.41,-0.035842914531098335,-0.035842914531098335,1.1123900732659648,-0.035842914531098335
2023-03-21,279.83,0.005100391508925606,0.005100391508925606,1.1180636981502636,0.005100391508925606
2023-03-22,279.86,0.00010720794768270814,0.00010720794768270814,1.1181835634647208,0.00010720794768270814
2023-03-23,284.08,0.015078968055456166,0.015078968055456166,1.1350446176983415,0.015078968055456166
2023-03-24,285.07,0.0034849338214588688,0.0034849338214588688,1.1390001730754233,0.0034849338214588688
2023-03-27,278.35,-0.02357315747009492,-0.02357315747009492,1.112150342637051,-0.02357315747009492
2023-03-28,286.95,0.030896353511765673,0.030896353511765673,1.1465117327813965,0.030896353511765673
2023-03-29,285.95,-0.0034849276877504387,-0.0034849276877504387,1.1425162222994958,-0.0034849276877504387
2023-03-30,285.89,-0.00020982689281345834,-0.00020982689281345834,1.1422764916705817,-0.00020982689281345834
2023-03-31,279.44,-0.022561124908181407,-0.022561124908181407,1.1165054490623225,-0.022561124908181407
2023-04-03,276.49,-0.010556827941597402,-0.010556827941597402,1.1047186931407156,-0.010556827941597402
2023-04-04,270.57,-0.021411262613476145,-0.021411262613476145,1.0810652710878637,-0.021411262613476145
2023-04-05,269.54,-0.0038067782828842267,-0.0038067782828842267,1.076949895291506,-0.0038067782828842267
2023-04-06,281.46,0.04422349187504615,0.04422349187504615,1.1245763802357618,0.04422349187504615
2023-04-07,272.1,-0.033255169473459634,-0.033255169473459634,1.0871784021251718,-0.033255169473459634
2023-04-10,261.47,-0.03906651966188901,-0.03906651966188901,1.0447061257025676,-0.03906651966188901
2023-04-11,271.4,0.03797758825104203,0.03797758825104203,1.084381544787841,0.03797758825104203
2023-04-12,270.12,-0.004716285924834085,-0.004716285924834085,1.0792672913710084,-0.004716285924834085
2023-04-13,265.77,-0.016103953798311976,-0.016103953798311976,1.0618868207747403,-0.016103953798311976
2023-04-14,272.9,0.02682770816871738,0.02682770816871738,1.090374810510692,0.02682770816871738
2023-04-17,268.93,-0.014547453279589506,-0.014547453279589506,1.0745126338975466,-0.014547453279589506
2023-04-18,281.63,0.04722418473208645,0.04722418473208645,1.125255617017685,0.04722418473208645
2023-04-19,286.58,0.017576252529915015,0.017576252529915015,1.1450333939030932,0.017576252529915015
2023-04-20,283.24,-0.011654686300509365,-0.011654686300509365,1.1316883888935452,-0.011654686300509365
2023-04-21,299.09,0.05595961022454454,0.05595961022454454,1.1950172300316708,0.05595961022454454
2023-04-24,294.73,-0.014577551907452468,-0.014577551907452468,1.177596804330584,-0.014577551907452468
2023-04-25,300.4,0.019237946595188626,0.019237946595188626,1.2002513487629605,0.019237946595188626
2023-04-26,302.8,0.007989347536617952,0.007989347536617952,1.2098405739195222,0.007989347536617952
2023-04-27,312.97,0.033586525759577324,0.033586525759577324,1.250474915520452,0.033586525759577324
2023-04-28,325.59,0.04032335367607098,0.04032335367607098,1.300898257802038,0.04032335367607098
2023-05-01,326.01,0.0012899659080438663,0.0,1.300898257802038,0.0012899659080438663
2023-05-02,320.08,-0.01818962608508945,-0.01818962608508945,1.2772354049178747,-0.01818962608508945
2023-05-03,323.94,0.012059485128717906,0.0,1.2772354049178747,0.012059485128717906
2023-05-04,318.66,-0.01629931468790513,-0.01629931468790513,1.2564173431225842,-0.01629931468790513
2023-05-05,335.27,0.05212452143350266,0.05212452143350266,1.321907495853602,0.05212452143350266
2023-05-08,336.58,0.003907298595162034,0.003907298595162034,1.327072583155085,0.003907298595162034
2023-05-09,333.68,-0.00861607938677278,-0.00861607938677278,1.3156384204266112,-0.00861607938677278
2023-05-10,335.39,0.005124670342843363,0.005124670342843363,1.3223806336216768,0.005124670342843363
2023-05-11,324.44,-0.032648558394704597,-0.032648558394704597,1.279206812284853,-0.032648558394704597
2023-05-12,316.81,-0.023517445444458107,-0.023517445444458107,1.2491231358647648,-0.023517445444458107
2023-05-15,326.62,0.030964931662510686,0.0,1.2491231358647648,0.030964931662510686
2023-05-16,321.46,-0.015798175249525537,-0.0,1.2491231358647648,-0.015798175249525537
2023-05-17,313.3,-0.02538418465750003,-0.0,1.2491231358647648,-0.02538418465750003
2023-05-18,317.69,0.014012128949888236,0.0,1.2491231358647648,0.014012128949888236
2023-05-19,327.41,0.03059586389247393,0.0,1.2491231358647648,0.03059586389247393
2023-05-22,333.51,0.018631074188326435,0.0,1.2491231358647648,0.018631074188326435
2023-05-23,342.09,0.025726365026535802,0.0,1.2491231358647648,0.025726365026535802
2023-05-24,335.84,-0.018270045894355325,-0.0,1.2491231358647648,-0.018270045894355325
2023-05-25,324.27,-0.03445092901381608,-0.0,1.2491231358647648,-0.03445092901381608
2023-05-26,336.83,0.03873315447004044,0.0,1.2491231358647648,0.03873315447004044
2023-05-29,334.29,-0.0075408960009499815,-0.0,1.2491231358647648,-0.0075408960009499815
2023-05-30,332.36,-0.005773430255167744,-0.0,1.2491231358647648,-0.005773430255167744
2023-05-31,343.75,0.034270068600312786,0.0,1.2491231358647648,0.034270068600312786
2023-06-01,348.74,0.01451636363636366,0.0,1.2491231358647648,0.01451636363636366
2023-06-02,352.9,0.011928657452543456,0.011928657452543456,1.2640234978685425,0.011928657452543456
2023-06-05,372.71,0.05613488240294706,0.05613488240294706,1.334979308275955,0.05613488240294706
2023-06-06,366.94,-0.015481205226583583,-0.0,1.334979308275955,-0.015481205226583583
2023-06-07,375.74,0.02398212241783404,0.0,1.334979308275955,0.02398212241783404
2023-06-08,376.46,0.001916218661840663,0.0,1.334979308275955,0.001916218661840663
2023-06-09,379.18,0.007225203208840236,0.007225203208840236,1.3446248050578455,0.007225203208840236
2023-06-12,394.14,0.03945355767709269,0.0,1.3446248050578455,0.03945355767709269
2023-06-13,399.37,0.013269396661084842,0.0,1.3446248050578455,0.013269396661084842
2023-06-14,404.98,0.014047124220647467,0.014047124220647467,1.363512916724657,0.014047124220647467
2023-06-15,416.19,0.027680379277988942,0.027680379277988942,1.4012554714100323,0.027680379277988942
2023-06-16,412.61,-0.00860184050553825,-0.0,1.4012554714100323,-0.00860184050553825
2023-06-19,404.24,-0.020285499624342562,-0.0,1.4012554714100323,-0.020285499624342562
2023-06-20,394.01,-0.02530674846625769,-0.0,1.4012554714100323,-0.02530674846625769
2023-06-21,375.29,-0.04751148448008924,-0.0,1.4012554714100323,-0.04751148448008924
2023-06-22,395.28,0.05326547469956555,0.0,1.4012554714100323,0.05326547469956555
2023-06-23,384.72,-0.026715239829993798,-0.0,1.4012554714100323,-0.026715239829993798
2023-06-26,382.78,-0.005042628405073968,-0.0,1.4012554714100323,-0.005042628405073968
2023-06-27,380.33,-0.006400543393071723,-0.0,1.4012554714100323,-0.006400543393071723
2023-06-28,383.45,0.008203402308521568,0.0,1.4012554714100323,0.008203402308521568
2023-06-29,391.54,0.021097926717955406,0.0,1.4012554714100323,0.021097926717955406
2023-06-30,400.25,0.02224549215916638,0.02224549215916638,1.4324270890122732,0.02224549215916638
2023-07-03,394.65,-0.013991255465334196,-0.013991255465334196,1.4123856356744375,-0.013991255465334196
2023-07-04,393.19,-0.0036994805523881125,-0.0036994805523881125,1.4071605424827875,-0.0036994805523881125
2023-07-05,396.17,0.007579033037462768,0.007579033037462768,1.4178254587232786,0.007579033037462768
2023-07-06,393.91,-0.005704621753287675,-0.005704621753287675,1.4097373007690808,-0.005704621753287675
2023-07-07,410.26,0.041506943210377845,0.041506943210377845,1.4682511868536543,0.041506943210377845
2023-07-10,415.53,0.012845512601764586,0.012845512601764586,1.4871116259769388,0.012845512601764586
