date,ticker,open,high,low,close,adj_close,volume
2018-03-28,TSLA,40.16,40.36,39.85,40.36,40.36,787903981
2018-03-29,TSLA,40.18,40.19,39.64,40.19,40.19,1165724070
2018-03-30,TSLA,39.5,39.5,38.79,39.11,39.11,2171719513
2018-04-02,TSLA,38.12,38.12,37.78,37.98,37.98,937055763
2018-04-03,TSLA,39.04,39.04,38.78,38.78,38.78,572040446
2018-04-04,TSLA,40.07,40.64,39.48,40.14,40.14,1058746321
2018-04-05,TSLA,40.3,40.3,40.08,40.08,40.08,577040095
2018-04-06,TSLA,40.74,41.12,40.74,41.12,41.12,591011710
2018-04-09,TSLA,41.2,41.97,40.91,41.51,41.51,321357355
2018-04-10,TSLA,40.63,41.05,40.56,40.87,40.87,1394434083
2018-04-11,TSLA,41.18,41.82,41.18,41.26,41.26,634532112
2018-04-12,TSLA,43.2,43.2,42.9,42.9,42.9,892251808
2018-04-13,TSLA,42.75,42.94,42.75,42.88,42.88,429624806
2018-04-16,TSLA,44.75,44.75,44.37,44.61,44.61,1039045746
2018-04-17,TSLA,41.98,41.98,41.7,41.81,41.81,506398900
2018-04-18,TSLA,42.77,43.31,42.7,42.7,42.7,734701437
2018-04-19,TSLA,42.69,42.81,42.36,42.81,42.81,1354496477
2018-04-20,TSLA,42.58,42.68,42.39,42.51,42.51,1285553995
2018-04-23,TSLA,42.49,42.63,42.05,42.63,42.63,789398606
2018-04-24,TSLA,40.24,40.58,39.97,40.58,40.58,276887371
2018-04-25,TSLA,40.78,41.05,40.19,40.38,40.38,4818296802
2018-04-26,TSLA,40.46,40.76,40.46,40.76,40.76,2280168959
2018-04-27,TSLA,41.96,42.7,41.96,42.32,42.32,1234096419
2018-04-30,TSLA,42.11,42.49,41.46,41.79,41.79,509060654
2018-05-01,TSLA,40.81,41.42,40.68,40.98,40.98,747200940
2018-05-02,TSLA,40.61,41.09,40.04,40.49,40.49,577343369
2018-05-03,TSLA,41.3,41.44,41.1,41.44,41.44,1707529734
2018-05-04,TSLA,41.71,41.81,41.71,41.81,41.81,936351721
2018-05-07,TSLA,41.08,41.53,40.83,41.28,41.28,499691609
2018-05-08,TSLA,41.7,42.19,41.7,41.83,41.83,603071873
2018-05-09,TSLA,41.88,42.77,41.88,41.95,41.95,1567445224
2018-05-10,TSLA,43.19,43.19,43.0,43.0,43.0,2089224346
2018-05-11,TSLA,42.28,42.84,41.71,42.27,42.27,2001172184
2018-05-14,TSLA,42.32,42.32,41.77,41.95,41.95,1259800534
2018-05-15,TSLA,41.18,41.81,41.18,41.56,41.56,687398732
2018-05-16,TSLA,40.09,40.23,40.09,40.09,40.09,114386280
2018-05-17,TSLA,40.47,41.09,39.9,40.4,40.4,956026331
2018-05-18,TSLA,41.03,41.03,40.42,40.69,40.69,799024961
2018-05-21,TSLA,40.35,40.71,40.03,40.71,40.71,869987374
2018-05-22,TSLA,40.55,40.55,40.49,40.49,40.49,826192543
2018-05-23,TSLA,39.38,39.38,39.11,39.11,39.11,360947365
2018-05-24,TSLA,38.52,38.75,38.24,38.72,38.72,1117595270
2018-05-25,TSLA,38.69,38.69,38.4,38.4,38.4,1168900953
2018-05-28,TSLA,37.3,38.15,37.05,37.66,37.66,1204587798
2018-05-29,TSLA,37.7,37.7,37.53,37.53,37.53,1411538670
2018-05-30,TSLA,38.25,38.25,37.81,37.93,37.93,1149313893
2018-05-31,TSLA,39.9,39.9,39.02,39.78,39.78,625450252
2018-06-01,TSLA,39.92,40.46,39.44,39.97,39.97,766617003
2018-06-04,TSLA,39.88,40.69,39.88,40.25,40.25,844854448
2018-06-05,TSLA,40.53,40.53,39.65,40.19,40.19,853298230
2018-06-06,TSLA,38.31,38.84,37.86,38.33,38.33,1455958951
2018-06-07,TSLA,37.96,38.38,37.73,38.32,38.32,1176960673
2018-06-08,TSLA,38.54,38.54,38.23,38.4,38.4,2781916912
2018-06-11,TSLA,40.84,41.06,40.77,40.86,40.86,3006015810
2018-06-12,TSLA,40.38,40.68,40.12,40.68,40.68,839057460
2018-06-13,TSLA,40.77,41.01,40.72,41.01,41.01,80037567
2018-06-14,TSLA,40.64,41.62,40.39,40.99,40.99,1680066948
2018-06-15,TSLA,39.89,40.59,39.39,39.83,39.83,578398824
2018-06-18,TSLA,41.11,41.4,40.72,41.01,41.01,494525683
2018-06-19,TSLA,41.81,42.08,41.8,41.8,41.8,629812576
2018-06-20,TSLA,42.93,42.93,41.76,42.66,42.66,611860070
2018-06-21,TSLA,42.02,42.02,41.51,41.72,41.72,1154995039
2018-06-22,TSLA,43.33,43.36,43.06,43.23,43.23,313822636
2018-06-25,TSLA,41.36,41.76,41.36,41.76,41.76,418994165
2018-06-26,TSLA,42.57,42.76,42.4,42.4,42.4,982779296
2018-06-27,TSLA,44.74,45.72,44.74,44.81,44.81,1162415980
2018-06-28,TSLA,43.79,43.79,43.34,43.74,43.74,1175459517
2018-06-29,TSLA,43.27,43.27,42.32,43.14,43.14,498831156
2018-07-02,TSLA,43.14,43.97,42.7,43.27,43.27,444757883
2018-07-03,TSLA,43.11,43.11,42.34,42.75,42.75,590227786
2018-07-04,TSLA,40.84,41.14,40.84,41.14,41.14,923723785
2018-07-05,TSLA,41.38,41.38,41.24,41.24,41.24,1950372899
2018-07-06,TSLA,39.78,40.19,39.78,40.17,40.17,234165265
2018-07-09,TSLA,41.02,41.11,40.67,40.67,40.67,700680627
2018-07-10,TSLA,39.46,39.96,39.46,39.77,39.77,359560473
2018-07-11,TSLA,41.02,41.36,41.02,41.36,41.36,296825325
2018-07-12,TSLA,40.44,41.15,40.22,40.58,40.58,1428904619
2018-07-13,TSLA,40.17,40.84,39.57,40.27,40.27,1109055672
2018-07-16,TSLA,40.88,41.75,40.88,41.12,41.12,1047487325
2018-07-17,TSLA,39.96,39.96,39.08,39.89,39.89,1390063829
2018-07-18,TSLA,40.09,40.14,40.03,40.14,40.14,599837091
2018-07-19,TSLA,41.11,42.35,41.11,41.49,41.49,617023389
2018-07-20,TSLA,39.73,40.31,39.73,39.88,39.88,2968843648
2018-07-23,TSLA,40.33,40.33,40.08,40.08,40.08,689900103
2018-07-24,TSLA,40.52,40.52,39.97,40.36,40.36,1243355074
2018-07-25,TSLA,41.36,41.38,41.18,41.18,41.18,802970813
2018-07-26,TSLA,40.1,40.47,39.66,39.94,39.94,263890521
2018-07-27,TSLA,38.52,38.81,38.52,38.67,38.67,234560145
2018-07-30,TSLA,38.88,39.29,38.88,39.19,39.19,565154367
2018-07-31,TSLA,39.33,39.5,39.33,39.5,39.5,1507412966
2018-08-01,TSLA,40.04,40.09,39.77,39.77,39.77,1283652021
2018-08-02,TSLA,40.52,40.61,39.56,40.14,40.14,1384280432
2018-08-03,TSLA,39.48,39.48,39.48,39.48,39.48,442420919
2018-08-06,TSLA,39.34,40.22,39.34,39.73,39.73,2109092282
2018-08-07,TSLA,39.75,40.78,39.75,40.04,40.04,448340712
2018-08-08,TSLA,39.21,39.35,38.71,39.35,39.35,908853651
2018-08-09,TSLA,41.32,41.53,41.25,41.25,41.25,794949084
2018-08-10,TSLA,41.41,41.76,41.41,41.76,41.76,720658336
2018-08-13,TSLA,40.92,41.01,39.94,40.56,40.56,1785840988
2018-08-14,TSLA,41.14,41.78,40.8,41.25,41.25,523964078
2018-08-15,TSLA,40.61,40.61,39.98,40.28,40.28,355927226
2018-08-16,TSLA,41.33,41.47,41.09,41.1,41.1,809556635
2018-08-17,TSLA,42.54,42.54,42.32,42.32,42.32,629290756
2018-08-20,TSLA,41.57,42.2,41.37,41.48,41.48,6068818343
2018-08-21,TSLA,42.62,42.7,42.52,42.52,42.52,1200380570
2018-08-22,TSLA,43.1,43.1,42.97,42.98,42.98,625708806
2018-08-23,TSLA,44.01,44.19,43.16,43.89,43.89,424462006
2018-08-24,TSLA,46.1,46.97,45.66,46.05,46.05,258867512
2018-08-27,TSLA,46.23,46.23,45.44,45.79,45.79,432402985
2018-08-28,TSLA,45.16,45.57,44.68,44.95,44.95,857014214
2018-08-29,TSLA,44.23,44.62,43.34,43.99,43.99,1883499257
2018-08-30,TSLA,43.44,43.44,43.12,43.12,43.12,1567916469
2018-08-31,TSLA,42.81,43.79,42.66,43.06,43.06,917769565
2018-09-03,TSLA,43.09,43.45,42.91,43.45,43.45,658911244
2018-09-04,TSLA,43.76,43.77,43.72,43.77,43.77,939903166
2018-09-05,TSLA,44.72,44.72,44.08,44.71,44.71,585992296
2018-09-06,TSLA,45.04,45.36,44.74,44.74,44.74,2242861622
2018-09-07,TSLA,46.37,46.67,46.37,46.42,46.42,714065955
2018-09-10,TSLA,46.2,46.2,46.14,46.14,46.14,759520054
2018-09-11,TSLA,49.44,49.51,48.56,49.41,49.41,211663126
2018-09-12,TSLA,49.75,50.44,49.75,50.21,50.21,711395500
2018-09-13,TSLA,49.29,49.29,49.17,49.17,49.17,1321311291
2018-09-14,TSLA,48.21,49.39,47.9,47.9,47.9,421515224
2018-09-17,TSLA,48.17,49.45,47.94,48.5,48.5,509819754
2018-09-18,TSLA,48.35,48.68,48.25,48.25,48.25,1287060291
2018-09-19,TSLA,49.24,49.91,49.15,49.15,49.15,329802868
2018-09-20,TSLA,49.42,49.76,49.42,49.76,49.76,1508951090
2018-09-21,TSLA,49.32,50.42,49.32,49.69,49.69,581262875
2018-09-24,TSLA,49.14,49.14,48.14,48.67,48.67,633556073
2018-09-25,TSLA,46.79,47.21,46.77,46.89,46.89,407549500
2018-09-26,TSLA,46.14,46.39,45.7,46.39,46.39,1003568270
2018-09-27,TSLA,47.1,48.32,47.1,47.42,47.42,3499630369
2018-09-28,TSLA,47.85,47.85,47.09,47.69,47.69,1278429672
2018-10-01,TSLA,46.36,46.36,45.72,46.25,46.25,476238264
2018-10-02,TSLA,46.61,46.61,45.95,46.48,46.48,1581077401
2018-10-03,TSLA,46.56,47.14,46.56,46.95,46.95,661481300
2018-10-04,TSLA,46.31,46.31,45.35,45.95,45.95,1824717447
2018-10-05,TSLA,46.04,46.57,46.04,46.15,46.15,1297890175
2018-10-08,TSLA,46.06,46.86,46.06,46.24,46.24,136811559
2018-10-09,TSLA,44.92,44.96,44.36,44.96,44.96,437922372
2018-10-10,TSLA,45.28,45.87,44.22,45.38,45.38,1409683620
2018-10-11,TSLA,46.38,46.38,45.28,46.04,46.04,876103123
2018-10-12,TSLA,47.74,48.28,47.33,47.33,47.33,432782751
2018-10-15,TSLA,48.43,49.13,48.43,48.62,48.62,546938154
2018-10-16,TSLA,47.34,47.34,46.89,47.0,47.0,254868434
2018-10-17,TSLA,46.19,46.24,45.21,45.93,45.93,758593051
2018-10-18,TSLA,46.95,46.95,46.55,46.55,46.55,3013638035
2018-10-19,TSLA,46.93,47.3,46.93,47.17,47.17,1296533542
2018-10-22,TSLA,47.88,48.45,47.81,47.81,47.81,2977203281
2018-10-23,TSLA,52.43,52.67,52.43,52.67,52.67,1358216465
2018-10-24,TSLA,53.79,53.79,52.69,53.45,53.45,1481746958
2018-10-25,TSLA,54.47,55.03,54.34,55.01,55.01,2614783691
2018-10-26,TSLA,56.44,57.0,55.48,56.37,56.37,1003096904
2018-10-29,TSLA,57.14,57.32,56.85,57.32,57.32,714907418
2018-10-30,TSLA,56.7,56.9,56.25,56.9,56.9,1486357762
2018-10-31,TSLA,58.19,58.85,57.54,58.02,58.02,1913699549
2018-11-01,TSLA,57.34,57.77,56.46,56.94,56.94,599748653
2018-11-02,TSLA,56.75,56.75,56.63,56.63,56.63,518815325
2018-11-05,TSLA,56.37,56.37,55.97,55.97,55.97,869399776
2018-11-06,TSLA,55.85,56.11,55.85,56.11,56.11,1317364939
2018-11-07,TSLA,59.51,59.51,59.49,59.49,59.49,1291221658
2018-11-08,TSLA,56.74,56.97,55.89,56.8,56.8,340354894
2018-11-09,TSLA,57.25,58.67,57.25,57.81,57.81,2518586429
2018-11-12,TSLA,55.62,55.97,55.0,55.55,55.55,544457825
2018-11-13,TSLA,55.11,55.19,54.67,54.93,54.93,682287036
2018-11-14,TSLA,56.58,56.69,55.91,56.47,56.47,465399802
2018-11-15,TSLA,56.86,57.28,56.59,56.59,56.59,4037927093
2018-11-16,TSLA,55.19,55.34,54.58,55.11,55.11,924942750
2018-11-19,TSLA,53.69,55.07,53.11,54.16,54.16,480056782
2018-11-20,TSLA,54.7,55.52,54.7,55.12,55.12,1343244952
2018-11-21,TSLA,54.25,54.25,53.29,54.15,54.15,1268982794
2018-11-22,TSLA,54.22,54.84,54.22,54.47,54.47,714693105
2018-11-23,TSLA,54.1,54.58,54.1,54.56,54.56,1324583659
2018-11-26,TSLA,53.63,54.02,53.63,53.7,53.7,487511688
2018-11-27,TSLA,56.75,56.8,56.69,56.69,56.69,595105366
2018-11-28,TSLA,57.42,57.62,57.42,57.62,57.62,239453549
2018-11-29,TSLA,55.04,55.83,53.96,54.8,54.8,361448218
2018-11-30,TSLA,55.24,55.24,55.08,55.08,55.08,2366264725
2018-12-03,TSLA,54.03,54.97,54.03,54.21,54.21,2141681653
2018-12-04,TSLA,55.68,55.68,55.4,55.4,55.4,832108325
2018-12-05,TSLA,54.5,54.99,53.48,54.34,54.34,2169491983
2018-12-06,TSLA,54.36,54.78,54.21,54.21,54.21,726649868
2018-12-07,TSLA,54.99,55.43,54.93,54.93,54.93,691209706
2018-12-10,TSLA,55.61,56.16,55.61,56.16,56.16,827489014
2018-12-11,TSLA,54.74,54.74,54.19,54.52,54.52,742138946
2018-12-12,TSLA,53.96,54.1,53.31,54.1,54.1,703010373
2018-12-13,TSLA,53.96,53.96,53.18,53.48,53.48,1588472761
2018-12-14,TSLA,52.98,53.1,52.64,52.64,52.64,875303632
2018-12-17,TSLA,55.14,55.94,55.04,55.04,55.04,1226571920
2018-12-18,TSLA,55.36,56.4,54.98,55.63,55.63,1485219359
2018-12-19,TSLA,53.61,54.65,52.94,53.93,53.93,1009692309
2018-12-20,TSLA,55.03,56.03,55.0,55.21,55.21,446896331
2018-12-21,TSLA,58.22,58.61,58.13,58.25,58.25,355231577
2018-12-24,TSLA,59.56,59.8,59.56,59.8,59.8,874592289
2018-12-25,TSLA,57.62,58.47,57.6,57.6,57.6,721791025
2018-12-26,TSLA,56.55,57.74,55.81,56.93,56.93,842964039
2018-12-27,TSLA,59.36,59.36,58.44,58.79,58.79,792234170
2018-12-28,TSLA,57.34,57.79,56.82,57.79,57.79,3769258731
2018-12-31,TSLA,58.97,58.97,58.46,58.46,58.46,360089887
2019-01-01,TSLA,60.13,60.13,59.21,59.64,59.64,242383620
2019-01-02,TSLA,58.33,59.52,57.8,58.3,58.3,976442184
2019-01-03,TSLA,58.5,58.59,57.57,58.24,58.24,638189913
2019-01-04,TSLA,53.67,53.73,53.67,53.73,53.73,966933925
2019-01-07,TSLA,52.54,53.48,52.4,52.4,52.4,1135489660
2019-01-08,TSLA,51.93,52.1,51.93,52.1,52.1,1728401477
2019-01-09,TSLA,50.32,50.54,50.14,50.52,50.52,323809036
2019-01-10,TSLA,52.73,52.73,52.06,52.65,52.65,572755373
2019-01-11,TSLA,50.82,51.26,50.03,50.83,50.83,1034575211
2019-01-14,TSLA,50.37,51.25,50.29,50.29,50.29,1269994183
2019-01-15,TSLA,50.27,50.48,49.53,50.48,50.48,2982625322
2019-01-16,TSLA,52.22,53.0,52.22,52.36,52.36,1419289714
2019-01-17,TSLA,50.12,50.64,50.12,50.54,50.54,773106090
2019-01-18,TSLA,51.59,52.95,51.59,52.06,52.06,468824261
2019-01-21,TSLA,51.84,52.52,51.84,52.1,52.1,570159148
2019-01-22,TSLA,50.42,51.35,50.42,50.86,50.86,560521582
2019-01-23,TSLA,51.07,51.47,50.82,51.47,51.47,1185155915
2019-01-24,TSLA,52.08,53.1,51.64,51.76,51.76,933263804
2019-01-25,TSLA,50.54,51.74,50.54,51.01,51.01,361513613
2019-01-28,TSLA,51.29,51.29,50.36,51.12,51.12,615816211
2019-01-29,TSLA,50.43,51.18,50.36,50.66,50.66,1354270177
2019-01-30,TSLA,51.2,51.2,50.83,50.83,50.83,987806526
2019-01-31,TSLA,51.69,52.52,51.69,51.7,51.7,1125155144
2019-02-01,TSLA,53.61,53.82,53.04,53.82,53.82,1006508276
2019-02-04,TSLA,52.22,52.59,51.63,52.2,52.2,2122495679
2019-02-05,TSLA,54.96,55.5,54.57,55.09,55.09,921603677
2019-02-06,TSLA,52.56,52.56,51.7,52.49,52.49,634524413
2019-02-07,TSLA,51.91,52.32,51.91,52.32,52.32,461755909
2019-02-08,TSLA,53.65,53.65,53.12,53.12,53.12,929135995
2019-02-11,TSLA,53.44,53.7,53.44,53.52,53.52,184946581
2019-02-12,TSLA,52.56,52.72,51.96,52.72,52.72,716168905
2019-02-13,TSLA,52.69,53.12,52.47,52.47,52.47,706968086
2019-02-14,TSLA,51.71,51.85,51.66,51.85,51.85,352766699
2019-02-15,TSLA,51.46,51.46,50.75,51.12,51.12,458302725
2019-02-18,TSLA,52.19,52.75,52.07,52.24,52.24,1300213759
2019-02-19,TSLA,52.97,52.97,52.0,52.74,52.74,918660371
2019-02-20,TSLA,51.45,52.76,51.45,51.86,51.86,850277224
2019-02-21,TSLA,53.43,53.75,53.06,53.06,53.06,961310985
2019-02-22,TSLA,53.75,53.79,52.84,53.5,53.5,845616540
2019-02-25,TSLA,54.31,55.14,53.7,54.62,54.62,1686156537
2019-02-26,TSLA,55.12,56.53,54.64,55.52,55.52,861389644
2019-02-27,TSLA,54.2,54.4,53.54,54.4,54.4,333472890
2019-02-28,TSLA,54.18,54.18,53.47,53.67,53.67,2127211872
2019-03-01,TSLA,54.45,54.71,54.45,54.71,54.71,998938886
2019-03-04,TSLA,55.53,56.49,54.76,55.58,55.58,561682758
2019-03-05,TSLA,55.06,55.59,54.34,55.58,55.58,377076623
2019-03-06,TSLA,55.65,56.03,55.65,55.77,55.77,1014385180
2019-03-07,TSLA,57.69,58.62,57.61,57.61,57.61,745597745
2019-03-08,TSLA,57.3,57.74,56.01,56.79,56.79,2056945745
2019-03-11,TSLA,57.62,57.77,57.19,57.6,57.6,649982262
2019-03-12,TSLA,57.7,57.7,57.34,57.34,57.34,483988413
2019-03-13,TSLA,57.11,57.95,56.45,57.05,57.05,1369179826
2019-03-14,TSLA,58.13,59.39,57.81,58.67,58.67,1393618077
2019-03-15,TSLA,59.7,59.92,59.7,59.92,59.92,885081970
2019-03-18,TSLA,61.28,61.28,61.18,61.18,61.18,1200272232
2019-03-19,TSLA,63.81,64.16,63.24,63.24,63.24,782017539
2019-03-20,TSLA,63.76,63.79,63.31,63.31,63.31,920400132
2019-03-21,TSLA,64.08,65.08,64.08,64.43,64.43,1609186372
2019-03-22,TSLA,63.6,65.48,63.29,63.96,63.96,1164073117
2019-03-25,TSLA,64.13,64.86,63.56,64.51,64.51,722649832
2019-03-26,TSLA,64.88,64.88,63.3,64.34,64.34,1800657166
2019-03-27,TSLA,64.98,64.98,63.71,64.52,64.52,193557808
2019-03-28,TSLA,65.88,65.88,65.52,65.52,65.52,2740055429
2019-03-29,TSLA,64.09,64.24,64.09,64.23,64.23,287411212
2019-04-01,TSLA,67.71,68.38,67.71,67.71,67.71,549074287
2019-04-02,TSLA,66.01,66.32,65.97,66.06,66.06,780503263
2019-04-03,TSLA,63.8,65.18,63.23,64.12,64.12,732600871
2019-04-04,TSLA,66.04,66.04,65.12,66.03,66.03,1463134112
2019-04-05,TSLA,66.75,67.81,66.75,67.38,67.38,424022903
2019-04-08,TSLA,67.97,68.8,67.97,68.48,68.48,935376883
2019-04-09,TSLA,70.13,70.13,69.6,69.6,69.6,565416248
2019-04-10,TSLA,69.96,70.11,69.61,69.61,69.61,954868877
2019-04-11,TSLA,67.99,68.1,67.99,68.1,68.1,769411614
2019-04-12,TSLA,68.28,68.98,68.26,68.26,68.26,845772857
2019-04-15,TSLA,66.97,67.15,66.11,67.15,67.15,575094596
2019-04-16,TSLA,69.17,69.17,68.76,68.84,68.84,589014659
2019-04-17,TSLA,69.01,69.01,68.62,68.62,68.62,950371490
2019-04-18,TSLA,67.6,67.96,66.61,67.25,67.25,1409117281
2019-04-19,TSLA,67.04,68.1,66.74,66.74,66.74,558649263
2019-04-22,TSLA,67.07,67.91,66.68,67.47,67.47,474959204
2019-04-23,TSLA,66.34,67.14,66.34,66.56,66.56,1155820246
2019-04-24,TSLA,65.2,65.5,64.25,65.23,65.23,784453350
2019-04-25,TSLA,65.44,66.5,65.44,65.67,65.67,1316574178
2019-04-26,TSLA,66.44,66.44,65.42,66.1,66.1,464523019
2019-04-29,TSLA,65.08,65.3,65.08,65.3,65.3,275015122
2019-04-30,TSLA,64.1,64.57,63.93,64.57,64.57,580962954
2019-05-01,TSLA,64.84,65.31,64.13,64.97,64.97,505060324
2019-05-02,TSLA,63.3,63.3,62.62,62.7,62.7,762968237
2019-05-03,TSLA,60.22,60.56,60.22,60.56,60.56,545870797
2019-05-06,TSLA,59.64,59.64,58.91,59.51,59.51,1247753000
2019-05-07,TSLA,59.14,60.09,58.42,59.22,59.22,672901718
2019-05-08,TSLA,59.2,59.71,59.2,59.71,59.71,875481605
2019-05-09,TSLA,61.97,62.42,61.79,61.98,61.98,879250796
2019-05-10,TSLA,63.62,63.62,63.36,63.36,63.36,899161351
2019-05-13,TSLA,63.15,63.9,62.36,63.14,63.14,788405046
2019-05-14,TSLA,63.61,63.61,63.1,63.14,63.14,1086644575
2019-05-15,TSLA,61.35,61.61,61.11,61.61,61.61,496258202
2019-05-16,TSLA,61.1,61.85,60.52,61.61,61.61,1852219998
2019-05-17,TSLA,61.73,61.73,60.99,61.19,61.19,694065968
2019-05-20,TSLA,61.57,61.72,61.57,61.72,61.72,364147847
2019-05-21,TSLA,60.58,60.58,60.49,60.49,60.49,895456331
2019-05-22,TSLA,61.66,61.66,60.89,61.31,61.31,479997623
2019-05-23,TSLA,63.51,63.73,63.51,63.73,63.73,1192360414
2019-05-24,TSLA,63.86,63.86,63.1,63.59,63.59,3011678331
2019-05-27,TSLA,63.79,65.1,63.79,64.26,64.26,498970106
2019-05-28,TSLA,65.14,65.74,64.6,65.41,65.41,976439548
2019-05-29,TSLA,64.33,64.89,63.94,64.79,64.79,278992831
2019-05-30,TSLA,65.59,65.59,64.46,65.19,65.19,1050301536
2019-05-31,TSLA,64.88,66.48,64.88,65.24,65.24,470154405
2019-06-03,TSLA,65.72,65.72,64.6,65.43,65.43,549818745
2019-06-04,TSLA,64.78,64.78,64.21,64.21,64.21,413111506
2019-06-05,TSLA,64.32,64.87,63.72,64.28,64.28,1241133281
2019-06-06,TSLA,65.17,65.17,65.12,65.12,65.12,1463918548
2019-06-07,TSLA,67.5,67.56,66.46,67.56,67.56,811204816
2019-06-10,TSLA,68.99,69.27,68.99,69.23,69.23,476197849
2019-06-11,TSLA,73.06,74.36,73.06,73.09,73.09,2076010420
2019-06-12,TSLA,71.89,72.43,70.68,71.74,71.74,509914653
2019-06-13,TSLA,74.07,74.07,73.36,73.36,73.36,218605789
2019-06-14,TSLA,74.38,75.49,73.59,73.73,73.73,1053130933
2019-06-17,TSLA,78.48,78.48,77.92,77.92,77.92,412247805
2019-06-18,TSLA,76.99,76.99,76.4,76.4,76.4,1447589036
2019-06-19,TSLA,74.8,74.85,74.37,74.85,74.85,636386971
2019-06-20,TSLA,74.0,74.0,73.0,73.77,73.77,1149080557
